week,predicted_precipitation_avg,predicted_precipitation_max,CITY,precipitation_avg,precipitation_max
201540,0.5993,3.2671,Araruama,0.5993,3.2671
201541,0.0228,0.1254,Araruama,0.0228,0.1254
201542,0.7224,2.669,Araruama,0.7224,2.669
201543,1.5344,6.3577,Araruama,1.5344,6.3577
201544,3.2608,13.509,Araruama,3.2608,13.509
201545,0.75,4.8574,Araruama,0.75,4.8574
201546,3.4146,13.5244,Araruama,3.4146,13.5244
201547,2.7102,11.1206,Araruama,2.7102,11.1206
201548,3.0899,9.9988,Araruama,3.0899,9.9988
201549,2.671,11.3001,Araruama,2.671,11.3001
201550,1.1945,7.2626,Araruama,1.1945,7.2626
201551,0.2718,2.5932,Araruama,0.2718,2.5932
201552,1.7479,6.1692,Araruama,1.7479,6.1692
201600,7.6443,15.133,Araruama,7.6443,15.133
201601,0.687,3.5799,Araruama,0.687,3.5799
201602,4.282,19.042,Araruama,4.282,19.042
201603,5.1737,13.5378,Araruama,5.1737,13.5378
201604,2.0705,12.9393,Araruama,2.0705,12.9393
201605,0.0,0.0,Araruama,-0.0035,-0.0232
201606,3.1128,14.5702,Araruama,3.1128,14.5702
201607,6.6321,24.1256,Araruama,6.6321,24.1256
201608,1.3807,11.8221,Araruama,1.3807,11.8221
201609,4.2716,18.8757,Araruama,4.2716,18.8757
201610,3.4689,20.5619,Araruama,3.4689,20.5619
201611,3.7491,16.7326,Araruama,3.7491,16.7326
201612,2.9427,14.0004,Araruama,2.9427,14.0004
201613,0.7743,4.2678,Araruama,0.7743,4.2678
201614,0.0459,0.3041,Araruama,0.0459,0.3041
201615,0.0411,0.2185,Araruama,0.0411,0.2185
201616,0.006,0.0002,Araruama,0.006,0.0002
201617,0.4874,2.3318,Araruama,0.4874,2.3318
201618,0.0,0.0,Araruama,-0.0048,-0.0066
201619,1.4953,7.4421,Araruama,1.4953,7.4421
201620,1.3098,5.4278,Araruama,1.3098,5.4278
201621,0.3922,2.0122,Araruama,0.3922,2.0122
201622,1.7592,4.7508,Araruama,1.7592,4.7508
201623,3.0315,12.1205,Araruama,3.0315,12.1205
201624,0.0309,0.1097,Araruama,0.0309,0.1097
201625,0.4113,1.2604,Araruama,0.4113,1.2604
201626,0.2628,1.2145,Araruama,0.2628,1.2145
201627,0.0328,0.132,Araruama,0.0328,0.132
201628,0.0215,0.0771,Araruama,0.0215,0.0771
201629,0.1385,0.5216,Araruama,0.1385,0.5216
201630,0.3035,1.9288,Araruama,0.3035,1.9288
201631,0.2286,1.3113,Araruama,0.2286,1.3113
201632,0.3333,1.9003,Araruama,0.3333,1.9003
201633,0.4031,1.8442,Araruama,0.4031,1.8442
201634,0.6536,2.9104,Araruama,0.6536,2.9104
201635,1.2658,6.9383,Araruama,1.2658,6.9383
201636,0.363,1.8224,Araruama,0.363,1.8224
201637,0.2956,1.5474,Araruama,0.2956,1.5474
201638,1.0706,4.2107,Araruama,1.0706,4.2107
201639,1.0217,3.6867,Araruama,1.0217,3.6867
201640,2.0637,6.17,Araruama,2.0637,6.17
201641,0.4101,3.6451,Araruama,0.4101,3.6451
201642,0.1892,1.0227,Araruama,0.1892,1.0227
201643,1.1445,6.3268,Araruama,1.1445,6.3268
201644,2.9873,13.3383,Araruama,2.9873,13.3383
201645,2.5827,11.6785,Araruama,2.5827,11.6785
201646,6.2432,18.7362,Araruama,6.2432,18.7362
201647,0.0163,0.0802,Araruama,0.0163,0.0802
201648,0.8948,4.987,Araruama,0.8948,4.987
201649,3.6278,17.2728,Araruama,3.6278,17.2728
201650,4.4061,14.4639,Araruama,4.4061,14.4639
201651,1.1132,2.9475,Araruama,1.1132,2.9475
201652,0.6358,3.3255,Araruama,0.6358,3.3255
201701,2.3961,11.5742,Araruama,2.3961,11.5742
201702,6.9145,32.0445,Araruama,6.9145,32.0445
201703,1.5402,7.2365,Araruama,1.5402,7.2365
201704,0.4791,2.217,Araruama,0.4791,2.217
201705,1.7087,7.5752,Araruama,1.7087,7.5752
201706,2.6581,14.6207,Araruama,2.6581,14.6207
201707,0.0,0.0,Araruama,-0.0009,-0.0026
201708,0.9305,5.2824,Araruama,0.9305,5.2824
201709,1.4629,7.1251,Araruama,1.4629,7.1251
201710,2.0157,8.0822,Araruama,2.0157,8.0822
201711,2.5263,14.0144,Araruama,2.5263,14.0144
201712,2.1754,9.3377,Araruama,2.1754,9.3377
201713,1.6534,6.6171,Araruama,1.6534,6.6171
201714,1.2521,5.7699,Araruama,1.2521,5.7699
201715,1.6603,9.1236,Araruama,1.6603,9.1236
201716,0.956,4.2877,Araruama,0.956,4.2877
201717,1.0248,3.6073,Araruama,1.0248,3.6073
201718,0.6348,3.6619,Araruama,0.6348,3.6619
201719,0.8325,2.9746,Araruama,0.8325,2.9746
201720,1.2249,6.1982,Araruama,1.2249,6.1982
201721,0.7215,5.5123,Araruama,0.7215,5.5123
201722,0.0364,0.145,Araruama,0.0364,0.145
201723,0.561,3.4135,Araruama,0.561,3.4135
201724,1.8384,9.6102,Araruama,1.8384,9.6102
201725,1.9788,7.4083,Araruama,1.9788,7.4083
201726,0.3675,1.7431,Araruama,0.3675,1.7431
201727,1.0782,3.3102,Araruama,1.0782,3.3102
201728,0.0913,0.417,Araruama,0.0913,0.417
201729,0.3644,1.626,Araruama,0.3644,1.626
201730,0.1232,0.7681,Araruama,0.1232,0.7681
201731,0.3649,1.9919,Araruama,0.3649,1.9919
201732,0.119,0.7515,Araruama,0.119,0.7515
201733,1.1333,2.9018,Araruama,1.1333,2.9018
201734,0.8583,4.2353,Araruama,0.8583,4.2353
201735,0.2447,1.2524,Araruama,0.2447,1.2524
201736,0.0,0.0,Araruama,-0.0026,-0.0096
201737,0.0031,0.0123,Araruama,0.0031,0.0123
201738,0.0095,0.0451,Araruama,0.0095,0.0451
201739,0.1552,1.6626,Araruama,0.1552,1.6626
201740,0.5768,3.1396,Araruama,0.5768,3.1396
201741,0.0113,0.0583,Araruama,0.0113,0.0583
201742,0.3493,1.8576,Araruama,0.3493,1.8576
201743,1.724,5.3324,Araruama,1.724,5.3324
201744,0.5539,2.5532,Araruama,0.5539,2.5532
201745,1.0773,5.1715,Araruama,1.0773,5.1715
201746,1.1367,8.279,Araruama,1.1367,8.279
201747,5.5171,19.8025,Araruama,5.5171,19.8025
201748,3.3616,14.3078,Araruama,3.3616,14.3078
201749,1.3081,5.1634,Araruama,1.3081,5.1634
201750,0.218,1.2997,Araruama,0.218,1.2997
201751,0.4514,2.7925,Araruama,0.4514,2.7925
201752,3.4074,15.0263,Araruama,3.4074,15.0263
201753,0.7747,0.7747,Araruama,0.7747,0.7747
201800,4.7771,13.7641,Araruama,4.7771,13.7641
201801,0.5878,2.2108,Araruama,0.5878,2.2108
201802,0.3621,2.9157,Araruama,0.3621,2.9157
201803,3.2122,16.2628,Araruama,3.2122,16.2628
201804,1.9066,8.3648,Araruama,1.9066,8.3648
201805,1.7662,7.375,Araruama,1.7662,7.375
201806,2.2329,17.1744,Araruama,2.2329,17.1744
201807,4.3484,16.1339,Araruama,4.3484,16.1339
201808,4.0659,17.6841,Araruama,4.0659,17.6841
201809,5.3808,20.5086,Araruama,5.3808,20.5086
201810,2.9116,14.2759,Araruama,2.9116,14.2759
201811,3.3409,15.8249,Araruama,3.3409,15.8249
201812,0.0,0.0,Araruama,-0.0394,-0.1624
201813,3.2547,12.7297,Araruama,3.2547,12.7297
201814,0.6783,4.4718,Araruama,0.6783,4.4718
201815,2.4156,11.0016,Araruama,2.4156,11.0016
201816,0.3143,1.9482,Araruama,0.3143,1.9482
201817,0.2777,1.8554,Araruama,0.2777,1.8554
201818,1.8548,11.2409,Araruama,1.8548,11.2409
201819,2.2487,9.9623,Araruama,2.2487,9.9623
201820,0.2114,1.0498,Araruama,0.2114,1.0498
201821,0.4886,1.859,Araruama,0.4886,1.859
201822,1.0982,3.8243,Araruama,1.0982,3.8243
201823,0.6228,2.3875,Araruama,0.6228,2.3875
201824,0.7603,9.3842,Araruama,0.7603,9.3842
201825,0.0343,0.1111,Araruama,0.0343,0.1111
201826,0.4583,2.7,Araruama,0.4583,2.7
201827,0.5012,3.1618,Araruama,0.5012,3.1618
201828,0.0271,0.0727,Araruama,0.0271,0.0727
201829,0.3724,1.8907,Araruama,0.3724,1.8907
201830,4.0477,13.9482,Araruama,4.0477,13.9482
201831,1.1357,5.8501,Araruama,1.1357,5.8501
201832,0.5077,3.0383,Araruama,0.5077,3.0383
201833,0.0045,0.0,Araruama,0.0045,-0.0648
201834,0.4574,2.3122,Araruama,0.4574,2.3122
201835,1.2901,5.6961,Araruama,1.2901,5.6961
201836,1.2281,6.4286,Araruama,1.2281,6.4286
201837,1.5074,6.0406,Araruama,1.5074,6.0406
201838,1.6663,7.5702,Araruama,1.6663,7.5702
201839,0.8543,4.83,Araruama,0.8543,4.83
201840,2.6698,9.8987,Araruama,2.6698,9.8987
201841,1.5188,5.9665,Araruama,1.5188,5.9665
201842,1.3183,5.7521,Araruama,1.3183,5.7521
201843,0.6285,3.25,Araruama,0.6285,3.25
201844,5.1947,18.3216,Araruama,5.1947,18.3216
201845,0.5152,4.0724,Araruama,0.5152,4.0724
201846,2.2468,10.003,Araruama,2.2468,10.003
201847,2.1336,11.465,Araruama,2.1336,11.465
201848,2.4064,9.3356,Araruama,2.4064,9.3356
201849,0.0122,0.1113,Araruama,0.0122,0.1113
201850,0.2569,1.6291,Araruama,0.2569,1.6291
201851,3.0369,11.6024,Araruama,3.0369,11.6024
201852,0.3875,0.7052,Araruama,0.3875,0.7052
201900,3.4534,11.7447,Araruama,3.4534,11.7447
201901,0.0492,0.8077,Araruama,0.0492,0.8077
201902,0.0423,0.8283,Araruama,0.0423,0.8283
201903,4.7927,23.2871,Araruama,4.7927,23.2871
201904,0.0,0.0,Araruama,-0.0754,-0.3878
201905,5.7641,18.5076,Araruama,5.7641,18.5076
201906,2.0084,11.6965,Araruama,2.0084,11.6965
201907,4.7561,20.4472,Araruama,4.7561,20.4472
201908,6.8977,27.6187,Araruama,6.8977,27.6187
201909,2.3654,14.1216,Araruama,2.3654,14.1216
201910,4.2333,18.398,Araruama,4.2333,18.398
201911,4.8063,18.2373,Araruama,4.8063,18.2373
201912,2.0089,9.737,Araruama,2.0089,9.737
201913,0.1877,0.6076,Araruama,0.1877,0.6076
201914,5.1418,21.2507,Araruama,5.1418,21.2507
201915,1.8981,10.4517,Araruama,1.8981,10.4517
201916,0.7637,5.1634,Araruama,0.7637,5.1634
201917,0.7985,3.6905,Araruama,0.7985,3.6905
201918,1.3532,7.6588,Araruama,1.3532,7.6588
201919,5.6321,20.2648,Araruama,5.6321,20.2648
201920,0.6412,3.9424,Araruama,0.6412,3.9424
201921,0.2574,2.261,Araruama,0.2574,2.261
201922,2.6222,9.502,Araruama,2.6222,9.502
201923,0.3134,4.9621,Araruama,0.3134,4.9621
201924,0.4892,2.6934,Araruama,0.4892,2.6934
201925,0.0289,0.1274,Araruama,0.0289,0.1274
201926,1.6994,6.8172,Araruama,1.6994,6.8172
201927,0.0924,0.5468,Araruama,0.0924,0.5468
201928,0.5291,1.622,Araruama,0.5291,1.622
201929,0.0606,0.4475,Araruama,0.0606,0.4475
201930,0.4569,2.9006,Araruama,0.4569,2.9006
201931,0.7657,3.7951,Araruama,0.7657,3.7951
201932,0.5449,2.4827,Araruama,0.5449,2.4827
201933,1.6376,4.4188,Araruama,1.6376,4.4188
201934,0.3026,1.8561,Araruama,0.3026,1.8561
201935,2.1481,7.9391,Araruama,2.1481,7.9391
201936,0.1165,0.7278,Araruama,0.1165,0.7278
201937,0.0858,0.5068,Araruama,0.0858,0.5068
201938,1.8454,5.6535,Araruama,1.8454,5.6535
201939,0.3826,2.1209,Araruama,0.3826,2.1209
201940,1.1424,5.9975,Araruama,1.1424,5.9975
201941,0.0187,0.1408,Araruama,0.0187,0.1408
201942,0.9417,3.7413,Araruama,0.9417,3.7413
201943,1.575,7.8478,Araruama,1.575,7.8478
201944,1.6204,8.6588,Araruama,1.6204,8.6588
201945,3.41,13.1566,Araruama,3.41,13.1566
201946,1.8793,8.1216,Araruama,1.8793,8.1216
201947,2.0187,7.4643,Araruama,2.0187,7.4643
201948,3.0703,11.8906,Araruama,3.0703,11.8906
201949,3.2537,14.7651,Araruama,3.2537,14.7651
201950,1.0684,5.0577,Araruama,1.0684,5.0577
201951,3.736,17.1077,Araruama,3.736,17.1077
201952,0.0,0.0,Araruama,-0.0986,-0.3391
202000,4.6456,13.1431,Araruama,4.6456,13.1431
202001,3.7805,8.1989,Araruama,3.7805,8.1989
202002,3.5701,15.4339,Araruama,3.5701,15.4339
202003,1.0842,6.2632,Araruama,1.0842,6.2632
202004,1.5426,7.2204,Araruama,1.5426,7.2204
202005,3.9942,15.284,Araruama,3.9942,15.284
202006,4.7273,16.0188,Araruama,4.7273,16.0188
202007,3.4748,15.5713,Araruama,3.4748,15.5713
202008,2.6666,8.3762,Araruama,2.6666,8.3762
202009,4.8248,19.3559,Araruama,4.8248,19.3559
202010,0.6296,2.5517,Araruama,0.6296,2.5517
202011,3.1826,14.9997,Araruama,3.1826,14.9997
202012,0.8389,3.4974,Araruama,0.8389,3.4974
202013,2.0965,8.3344,Araruama,2.0965,8.3344
202014,1.6679,7.6957,Araruama,1.6679,7.6957
202015,0.3983,1.7923,Araruama,0.3983,1.7923
202016,0.0198,0.1598,Araruama,0.0198,0.1598
202017,0.7486,4.7491,Araruama,0.7486,4.7491
202018,2.8719,13.0575,Araruama,2.8719,13.0575
202019,1.4109,9.441,Araruama,1.4109,9.441
202020,0.0656,0.2607,Araruama,0.0656,0.2607
202021,1.023,6.4125,Araruama,1.023,6.4125
202022,0.0885,0.4769,Araruama,0.0885,0.4769
202023,0.0113,0.0453,Araruama,0.0113,0.0453
202024,0.4078,2.1636,Araruama,0.4078,2.1636
202025,0.0707,0.3886,Araruama,0.0707,0.3886
202026,0.217,1.0667,Araruama,0.217,1.0667
202027,0.0329,0.1236,Araruama,0.0329,0.1236
202028,0.5235,2.7547,Araruama,0.5235,2.7547
202029,0.0357,0.1337,Araruama,0.0357,0.1337
202030,1.1631,5.8379,Araruama,1.1631,5.8379
202031,0.025,0.0867,Araruama,0.025,0.0867
202032,0.0339,0.1722,Araruama,0.0339,0.1722
202033,1.5429,6.7028,Araruama,1.5429,6.7028
202034,0.4455,2.0453,Araruama,0.4455,2.0453
202035,0.0798,0.4494,Araruama,0.0798,0.4494
202036,0.0073,0.0309,Araruama,0.0073,0.0309
202037,0.2901,1.7876,Araruama,0.2901,1.7876
202038,4.7373,25.609,Araruama,4.7373,25.609
202039,0.1703,1.1334,Araruama,0.1703,1.1334
202040,1.8538,6.509,Araruama,1.8538,6.509
202041,0.3622,0.6044,Araruama,0.3622,0.6044
202042,0.6073,2.6474,Araruama,0.6073,2.6474
202043,3.6045,15.581,Araruama,3.6045,15.581
202044,1.8312,6.7346,Araruama,1.8312,6.7346
202045,2.8538,13.2677,Araruama,2.8538,13.2677
202046,3.4321,13.2288,Araruama,3.4321,13.2288
202047,1.4108,7.274,Araruama,1.4108,7.274
202048,1.4889,7.9155,Araruama,1.4889,7.9155
202049,4.5612,16.5309,Araruama,4.5612,16.5309
202050,0.5544,4.1568,Araruama,0.5544,4.1568
202051,5.8551,22.9365,Araruama,5.8551,22.9365
202052,1.6024,5.413,Araruama,1.6024,5.413
202100,6.2021,10.6417,Araruama,6.2021,10.6417
202101,2.8928,14.3896,Araruama,2.8928,14.3896
202102,1.7185,9.701,Araruama,1.7185,9.701
202103,0.0,0.3374,Araruama,-0.0073,0.3374
202104,0.0,0.0,Araruama,-0.0424,-0.1699
202105,2.2384,11.1149,Araruama,2.2384,11.1149
202106,2.6432,8.2899,Araruama,2.6432,8.2899
202107,3.4936,12.6445,Araruama,3.4936,12.6445
202108,0.7206,2.2619,Araruama,0.7206,2.2619
202109,1.1076,6.3693,Araruama,1.1076,6.3693
202110,4.258,20.0111,Araruama,4.258,20.0111
202111,1.1095,8.0686,Araruama,1.1095,8.0686
202112,0.1788,1.1888,Araruama,0.1788,1.1888
202113,3.5643,19.5142,Araruama,3.5643,19.5142
202114,1.557,5.3599,Araruama,1.557,5.3599
202115,0.7928,4.8803,Araruama,0.7928,4.8803
202116,1.6532,6.3384,Araruama,1.6532,6.3384
202117,2.4235,9.6451,Araruama,2.4235,9.6451
202118,1.3197,6.773,Araruama,1.3197,6.773
202119,0.8752,4.1677,Araruama,0.8752,4.1677
202120,0.112,0.6349,Araruama,0.112,0.6349
202121,0.015,0.106,Araruama,0.015,0.106
202122,2.7608,14.9993,Araruama,2.7608,14.9993
202123,1.6803,6.4526,Araruama,1.6803,6.4526
202124,0.5121,2.6223,Araruama,0.5121,2.6223
202125,0.3583,1.7784,Araruama,0.3583,1.7784
202126,0.1257,0.5086,Araruama,0.1257,0.5086
202127,0.281,1.6749,Araruama,0.281,1.6749
202128,0.0343,0.1325,Araruama,0.0343,0.1325
202129,0.074,0.4522,Araruama,0.074,0.4522
202130,0.5382,2.8702,Araruama,0.5382,2.8702
202131,0.3113,1.5422,Araruama,0.3113,1.5422
202132,0.6455,2.7495,Araruama,0.6455,2.7495
202133,1.2858,6.7078,Araruama,1.2858,6.7078
202134,0.1742,1.0275,Araruama,0.1742,1.0275
202135,1.492,5.3333,Araruama,1.492,5.3333
202136,0.8386,5.1113,Araruama,0.8386,5.1113
202137,0.5604,2.7739,Araruama,0.5604,2.7739
202138,0.4213,2.0122,Araruama,0.4213,2.0122
202139,0.8426,3.5959,Araruama,0.8426,3.5959
202140,2.4937,9.2679,Araruama,2.4937,9.2679
202141,1.6742,4.4108,Araruama,1.6742,4.4108
202142,2.1818,6.3501,Araruama,2.1818,6.3501
202143,1.0099,2.8778,Araruama,1.0099,2.8778
202144,2.1794,7.8563,Araruama,2.1794,7.8563
202145,1.326,4.9319,Araruama,1.326,4.9319
202146,1.8936,8.5248,Araruama,1.8936,8.5248
202147,0.5875,4.6774,Araruama,0.5875,4.6774
202148,2.6197,12.5368,Araruama,2.6197,12.5368
202149,3.872,18.5236,Araruama,3.872,18.5236
202150,4.6389,20.0808,Araruama,4.6389,20.0808
202151,2.2079,9.7985,Araruama,2.2079,9.7985
202152,3.4924,11.5212,Araruama,3.4924,11.5212
202200,1.9376,1.9376,Araruama,1.9376,1.9376
202201,4.2934,15.3132,Araruama,4.2934,15.3132
202202,2.9591,11.7478,Araruama,2.9591,11.7478
202203,0.1726,2.0235,Araruama,0.1726,2.0235
202204,0.984,8.9828,Araruama,0.984,8.9828
202205,5.1546,14.6598,Araruama,5.1546,14.6598
202206,4.4912,17.6502,Araruama,4.4912,17.6502
202207,3.7006,16.2484,Araruama,3.7006,16.2484
202208,1.268,8.4877,Araruama,1.268,8.4877
202209,0.177,1.234,Araruama,0.177,1.234
202210,0.2815,2.2778,Araruama,0.2815,2.2778
202211,0.0,0.2702,Araruama,-0.0064,0.2702
202212,2.878,16.3957,Araruama,2.878,16.3957
202213,14.7913,34.8067,Araruama,14.7913,34.8067
202214,1.735,9.4455,Araruama,1.735,9.4455
202215,3.6502,14.9515,Araruama,3.6502,14.9515
202216,0.1048,0.7005,Araruama,0.1048,0.7005
202217,1.8648,12.1239,Araruama,1.8648,12.1239
202218,1.1003,6.8527,Araruama,1.1003,6.8527
202219,0.7582,3.6778,Araruama,0.7582,3.6778
202220,0.8146,4.3748,Araruama,0.8146,4.3748
202221,0.0212,0.0573,Araruama,0.0212,0.0573
202222,0.824,3.0361,Araruama,0.824,3.0361
202223,0.2652,1.052,Araruama,0.2652,1.052
202224,0.4069,1.6038,Araruama,0.4069,1.6038
202225,0.2916,1.7016,Araruama,0.2916,1.7016
202226,0.4518,2.3239,Araruama,0.4518,2.3239
202227,0.0382,0.102,Araruama,0.0382,0.102
202228,0.5037,3.2757,Araruama,0.5037,3.2757
202229,0.2055,1.1667,Araruama,0.2055,1.1667
202230,0.7265,3.8058,Araruama,0.7265,3.8058
202231,0.1101,0.5805,Araruama,0.1101,0.5805
202232,1.0267,3.4777,Araruama,1.0267,3.4777
202233,0.5478,2.5834,Araruama,0.5478,2.5834
202234,0.28,1.2639,Araruama,0.28,1.2639
202235,0.479,2.1668,Araruama,0.479,2.1668
202236,0.3533,1.9811,Araruama,0.3533,1.9811
202237,1.5172,4.6033,Araruama,1.5172,4.6033
202238,0.669,4.0417,Araruama,0.669,4.0417
202239,2.7531,8.4881,Araruama,2.7531,8.4881
202240,0.7437,2.8341,Araruama,0.7437,2.8341
202241,0.5728,3.2766,Araruama,0.5728,3.2766
202242,0.5283,3.5602,Araruama,0.5283,3.5602
202243,2.262,10.093,Araruama,2.262,10.093
202244,4.0129,12.886,Araruama,4.0129,12.886
202245,3.1763,10.0017,Araruama,3.1763,10.0017
202246,2.6935,11.8907,Araruama,2.6935,11.8907
202247,1.7116,10.6733,Araruama,1.7116,10.6733
202248,5.2277,18.6803,Araruama,5.2277,18.6803
202249,1.6354,7.5966,Araruama,1.6354,7.5966
202250,2.1428,10.226,Araruama,2.1428,10.226
202251,3.7193,12.1731,Araruama,3.7193,12.1731
202252,2.3116,9.867,Araruama,2.3116,9.867
201201,5.6588,18.0983,Areal,5.6588,18.0983
201202,4.0776,16.7724,Areal,4.0776,16.7724
201203,1.665,5.6938,Areal,1.665,5.6938
201204,2.351,10.7089,Areal,2.351,10.7089
201205,4.3953,20.0555,Areal,4.3953,20.0555
201206,1.3858,9.1862,Areal,1.3858,9.1862
201207,2.8129,17.2397,Areal,2.8129,17.2397
201208,0.6627,4.481,Areal,0.6627,4.481
201209,0.0828,0.3946,Areal,0.0828,0.3946
201210,1.2266,5.4401,Areal,1.2266,5.4401
201211,4.322,16.2554,Areal,4.322,16.2554
201212,3.944,15.7168,Areal,3.944,15.7168
201213,2.4896,9.9859,Areal,2.4896,9.9859
201214,3.1356,16.1846,Areal,3.1356,16.1846
201215,0.9003,4.4137,Areal,0.9003,4.4137
201216,2.2294,9.9693,Areal,2.2294,9.9693
201217,1.1213,5.2447,Areal,1.1213,5.2447
201218,2.8809,10.4664,Areal,2.8809,10.4664
201219,0.2859,1.325,Areal,0.2859,1.325
201220,2.2753,7.3599,Areal,2.2753,7.3599
201221,0.1964,0.8717,Areal,0.1964,0.8717
201222,1.7527,9.8077,Areal,1.7527,9.8077
201223,1.6391,7.3537,Areal,1.6391,7.3537
201224,0.91,5.4785,Areal,0.91,5.4785
201225,1.8357,10.1645,Areal,1.8357,10.1645
201226,0.2302,1.1345,Areal,0.2302,1.1345
201227,0.0724,0.1548,Areal,0.0724,0.1548
201228,1.7497,7.4529,Areal,1.7497,7.4529
201229,0.8286,3.6014,Areal,0.8286,3.6014
201230,0.1003,0.4127,Areal,0.1003,0.4127
201231,0.1653,0.8173,Areal,0.1653,0.8173
201232,1.2143,5.732,Areal,1.2143,5.732
201233,1.034,3.8647,Areal,1.034,3.8647
201234,0.3439,1.0745,Areal,0.3439,1.0745
201235,0.7405,3.5343,Areal,0.7405,3.5343
201236,0.3545,2.2742,Areal,0.3545,2.2742
201237,0.2865,1.3206,Areal,0.2865,1.3206
201238,1.7168,8.1758,Areal,1.7168,8.1758
201239,1.7839,9.197,Areal,1.7839,9.197
201240,0.022,0.0725,Areal,0.022,0.0725
201241,1.8011,7.8672,Areal,1.8011,7.8672
201242,0.4238,2.1906,Areal,0.4238,2.1906
201243,1.6936,7.4587,Areal,1.6936,7.4587
201244,0.6437,2.9519,Areal,0.6437,2.9519
201245,1.5513,4.6037,Areal,1.5513,4.6037
201246,3.7654,13.9322,Areal,3.7654,13.9322
201247,1.4548,8.1973,Areal,1.4548,8.1973
201248,3.2184,12.7144,Areal,3.2184,12.7144
201249,2.3322,10.6579,Areal,2.3322,10.6579
201250,3.5165,12.2332,Areal,3.5165,12.2332
201251,2.9912,13.9868,Areal,2.9912,13.9868
201252,1.3801,7.0124,Areal,1.3801,7.0124
201253,3.5201,5.5899,Areal,3.5201,5.5899
201300,4.7419,13.9768,Areal,4.7419,13.9768
201301,3.013,11.5009,Areal,3.013,11.5009
201302,6.851,23.3929,Areal,6.851,23.3929
201303,3.906,13.8947,Areal,3.906,13.8947
201304,4.0047,11.3638,Areal,4.0047,11.3638
201305,3.7208,10.3113,Areal,3.7208,10.3113
201306,0.2403,0.8569,Areal,0.2403,0.8569
201307,0.6358,2.8103,Areal,0.6358,2.8103
201308,3.5132,11.7637,Areal,3.5132,11.7637
201309,3.1889,10.7396,Areal,3.1889,10.7396
201310,2.895,10.8756,Areal,2.895,10.8756
201311,5.8133,22.0495,Areal,5.8133,22.0495
201312,3.5289,11.4903,Areal,3.5289,11.4903
201313,2.4228,11.9227,Areal,2.4228,11.9227
201314,1.6175,6.8438,Areal,1.6175,6.8438
201315,1.0001,5.8634,Areal,1.0001,5.8634
201316,0.3398,1.4255,Areal,0.3398,1.4255
201317,0.0637,0.1654,Areal,0.0637,0.1654
201318,0.529,2.6075,Areal,0.529,2.6075
201319,1.3119,7.9127,Areal,1.3119,7.9127
201320,1.0513,4.0011,Areal,1.0513,4.0011
201321,1.2909,5.5063,Areal,1.2909,5.5063
201322,1.8479,8.4359,Areal,1.8479,8.4359
201323,0.4855,2.3593,Areal,0.4855,2.3593
201324,0.103,0.4367,Areal,0.103,0.4367
201325,0.535,2.7186,Areal,0.535,2.7186
201326,1.4442,7.2325,Areal,1.4442,7.2325
201327,0.6863,3.8124,Areal,0.6863,3.8124
201328,1.3243,6.2401,Areal,1.3243,6.2401
201329,0.8624,3.0442,Areal,0.8624,3.0442
201330,0.0534,0.1514,Areal,0.0534,0.1514
201331,0.0359,0.1341,Areal,0.0359,0.1341
201332,0.4631,2.3365,Areal,0.4631,2.3365
201333,0.4794,2.425,Areal,0.4794,2.425
201334,0.4547,2.5596,Areal,0.4547,2.5596
201335,1.2078,5.1119,Areal,1.2078,5.1119
201336,0.0896,0.2997,Areal,0.0896,0.2997
201337,0.2609,0.878,Areal,0.2609,0.878
201338,1.3849,8.1915,Areal,1.3849,8.1915
201339,1.4646,4.8428,Areal,1.4646,4.8428
201340,0.4212,1.6506,Areal,0.4212,1.6506
201341,3.7445,12.7626,Areal,3.7445,12.7626
201342,1.1258,4.5822,Areal,1.1258,4.5822
201343,0.6732,2.7957,Areal,0.6732,2.7957
201344,1.2424,4.1676,Areal,1.2424,4.1676
201345,0.6707,3.98,Areal,0.6707,3.98
201346,4.5649,17.7683,Areal,4.5649,17.7683
201347,4.6448,15.8166,Areal,4.6448,15.8166
201348,7.0094,23.1173,Areal,7.0094,23.1173
201349,3.9746,17.2402,Areal,3.9746,17.2402
201350,1.5658,4.5091,Areal,1.5658,4.5091
201351,2.5602,9.7783,Areal,2.5602,9.7783
201352,4.1513,9.2897,Areal,4.1513,9.2897
201400,2.5582,9.0848,Areal,2.5582,9.0848
201401,0.3979,2.1268,Areal,0.3979,2.1268
201402,4.5683,19.5007,Areal,4.5683,19.5007
201403,1.3867,4.8089,Areal,1.3867,4.8089
201404,0.2628,1.7638,Areal,0.2628,1.7638
201405,0.0374,0.1648,Areal,0.0374,0.1648
201406,1.6464,11.2577,Areal,1.6464,11.2577
201407,2.5773,9.771,Areal,2.5773,9.771
201408,1.5608,7.205,Areal,1.5608,7.205
201409,3.9466,16.5091,Areal,3.9466,16.5091
201410,0.3687,2.2979,Areal,0.3687,2.2979
201411,0.9999,5.5008,Areal,0.9999,5.5008
201412,3.1972,14.0046,Areal,3.1972,14.0046
201413,2.7656,9.2401,Areal,2.7656,9.2401
201414,0.179,1.1508,Areal,0.179,1.1508
201415,2.8237,8.7232,Areal,2.8237,8.7232
201416,3.7174,14.2044,Areal,3.7174,14.2044
201417,0.8458,3.7599,Areal,0.8458,3.7599
201418,1.4382,7.653,Areal,1.4382,7.653
201419,0.576,3.1928,Areal,0.576,3.1928
