week,predicted_precipitation_avg,predicted_precipitation_max,CITY,precipitation_avg,precipitation_max
201601,1.2758,5.0861,Laje Do Muriaé,1.2758,5.0861
201602,5.127,20.6636,Laje Do Muriaé,5.127,20.6636
201603,2.7888,13.4864,Laje Do Muriaé,2.7888,13.4864
201604,2.8789,15.5839,Laje Do Muriaé,2.8789,15.5839
201605,0.1782,1.0956,Laje Do Muriaé,0.1782,1.0956
201606,3.605,16.9883,Laje Do Muriaé,3.605,16.9883
201607,5.7929,21.8143,Laje Do Muriaé,5.7929,21.8143
201608,4.886,18.0528,Laje Do Muriaé,4.886,18.0528
201609,4.2658,17.8774,Laje Do Muriaé,4.2658,17.8774
201610,4.1136,21.6415,Laje Do Muriaé,4.1136,21.6415
201611,3.6772,16.1039,Laje Do Muriaé,3.6772,16.1039
201612,1.5778,12.6077,Laje Do Muriaé,1.5778,12.6077
201613,1.5962,7.5013,Laje Do Muriaé,1.5962,7.5013
201614,0.0445,0.2444,Laje Do Muriaé,0.0445,0.2444
201615,0.1033,0.6269,Laje Do Muriaé,0.1033,0.6269
201616,0.0198,0.0708,Laje Do Muriaé,0.0198,0.0708
201617,1.306,4.8735,Laje Do Muriaé,1.306,4.8735
201618,0.6906,4.5168,Laje Do Muriaé,0.6906,4.5168
201619,1.5132,9.8056,Laje Do Muriaé,1.5132,9.8056
201620,1.2233,5.7519,Laje Do Muriaé,1.2233,5.7519
201621,0.2939,2.0039,Laje Do Muriaé,0.2939,2.0039
201622,2.0186,5.7376,Laje Do Muriaé,2.0186,5.7376
201623,2.7082,12.3338,Laje Do Muriaé,2.7082,12.3338
201624,0.0371,0.1308,Laje Do Muriaé,0.0371,0.1308
201625,0.503,1.9897,Laje Do Muriaé,0.503,1.9897
201626,0.4487,2.1718,Laje Do Muriaé,0.4487,2.1718
201627,0.0495,0.1332,Laje Do Muriaé,0.0495,0.1332
201628,0.0253,0.0928,Laje Do Muriaé,0.0253,0.0928
201629,0.1575,0.5646,Laje Do Muriaé,0.1575,0.5646
201630,0.259,1.5981,Laje Do Muriaé,0.259,1.5981
201631,0.3339,1.9146,Laje Do Muriaé,0.3339,1.9146
201632,0.3151,1.7085,Laje Do Muriaé,0.3151,1.7085
201633,0.4598,2.2243,Laje Do Muriaé,0.4598,2.2243
201634,0.6825,1.3496,Laje Do Muriaé,0.6825,1.3496
201635,1.5531,7.6764,Laje Do Muriaé,1.5531,7.6764
201636,0.4108,2.1596,Laje Do Muriaé,0.4108,2.1596
201637,0.3441,1.9399,Laje Do Muriaé,0.3441,1.9399
201638,1.1295,4.4312,Laje Do Muriaé,1.1295,4.4312
201639,0.9523,3.4127,Laje Do Muriaé,0.9523,3.4127
201640,2.0677,5.8679,Laje Do Muriaé,2.0677,5.8679
201641,0.399,4.1793,Laje Do Muriaé,0.399,4.1793
201642,0.4562,2.5733,Laje Do Muriaé,0.4562,2.5733
201643,0.7017,3.8298,Laje Do Muriaé,0.7017,3.8298
201644,2.5752,14.3651,Laje Do Muriaé,2.5752,14.3651
201645,4.4513,19.9374,Laje Do Muriaé,4.4513,19.9374
201646,7.0035,21.5158,Laje Do Muriaé,7.0035,21.5158
201647,0.3714,1.4972,Laje Do Muriaé,0.3714,1.4972
201648,1.498,7.7251,Laje Do Muriaé,1.498,7.7251
201649,3.9521,15.6471,Laje Do Muriaé,3.9521,15.6471
201650,5.3964,17.1582,Laje Do Muriaé,5.3964,17.1582
201651,1.1202,3.9984,Laje Do Muriaé,1.1202,3.9984
201652,0.7365,3.6617,Laje Do Muriaé,0.7365,3.6617
201701,2.185,7.7508,Laje Do Muriaé,2.185,7.7508
201702,6.9675,30.2634,Laje Do Muriaé,6.9675,30.2634
201703,0.9097,6.3981,Laje Do Muriaé,0.9097,6.3981
201704,0.2234,1.0071,Laje Do Muriaé,0.2234,1.0071
201705,3.2838,11.1184,Laje Do Muriaé,3.2838,11.1184
201706,3.0826,16.0098,Laje Do Muriaé,3.0826,16.0098
201707,0.0218,0.0397,Laje Do Muriaé,0.0218,0.0397
201708,1.513,7.3021,Laje Do Muriaé,1.513,7.3021
201709,1.0632,5.8306,Laje Do Muriaé,1.0632,5.8306
201710,3.1471,11.2221,Laje Do Muriaé,3.1471,11.2221
201711,2.8232,14.5284,Laje Do Muriaé,2.8232,14.5284
201712,2.229,9.1388,Laje Do Muriaé,2.229,9.1388
201713,1.7909,6.6635,Laje Do Muriaé,1.7909,6.6635
201714,1.699,8.8945,Laje Do Muriaé,1.699,8.8945
201715,1.678,8.7451,Laje Do Muriaé,1.678,8.7451
201716,0.7999,4.9674,Laje Do Muriaé,0.7999,4.9674
201717,1.5939,7.8482,Laje Do Muriaé,1.5939,7.8482
201718,0.6986,3.69,Laje Do Muriaé,0.6986,3.69
201719,0.0079,2.0445,Laje Do Muriaé,0.0079,2.0445
201720,1.1183,5.8753,Laje Do Muriaé,1.1183,5.8753
201721,1.8621,7.1145,Laje Do Muriaé,1.8621,7.1145
201722,0.0437,0.1487,Laje Do Muriaé,0.0437,0.1487
201723,0.7287,4.4795,Laje Do Muriaé,0.7287,4.4795
201724,1.7511,9.19,Laje Do Muriaé,1.7511,9.19
201725,1.9481,8.1023,Laje Do Muriaé,1.9481,8.1023
201726,0.4632,2.4851,Laje Do Muriaé,0.4632,2.4851
201727,1.0595,3.6846,Laje Do Muriaé,1.0595,3.6846
201728,0.5773,1.8337,Laje Do Muriaé,0.5773,1.8337
201729,0.3359,1.512,Laje Do Muriaé,0.3359,1.512
201730,0.6849,4.6462,Laje Do Muriaé,0.6849,4.6462
201731,0.4339,1.9133,Laje Do Muriaé,0.4339,1.9133
201732,0.1208,0.6988,Laje Do Muriaé,0.1208,0.6988
201733,0.2314,1.3426,Laje Do Muriaé,0.2314,1.3426
201734,0.8479,4.1784,Laje Do Muriaé,0.8479,4.1784
201735,0.2371,1.182,Laje Do Muriaé,0.2371,1.182
201736,0.0094,0.0456,Laje Do Muriaé,0.0094,0.0456
201737,0.0079,0.0412,Laje Do Muriaé,0.0079,0.0412
201738,0.0107,0.0504,Laje Do Muriaé,0.0107,0.0504
201739,0.3953,2.6224,Laje Do Muriaé,0.3953,2.6224
201740,0.7491,3.6191,Laje Do Muriaé,0.7491,3.6191
201741,0.0151,0.0716,Laje Do Muriaé,0.0151,0.0716
201742,0.3311,1.7794,Laje Do Muriaé,0.3311,1.7794
201743,0.5563,2.8316,Laje Do Muriaé,0.5563,2.8316
201744,0.7027,3.4125,Laje Do Muriaé,0.7027,3.4125
201745,1.1702,5.3863,Laje Do Muriaé,1.1702,5.3863
201746,1.1655,8.097,Laje Do Muriaé,1.1655,8.097
201747,5.5863,19.241,Laje Do Muriaé,5.5863,19.241
201748,3.9238,19.5233,Laje Do Muriaé,3.9238,19.5233
201749,1.6598,6.7544,Laje Do Muriaé,1.6598,6.7544
201750,1.47,9.4571,Laje Do Muriaé,1.47,9.4571
201751,0.1489,0.2891,Laje Do Muriaé,0.1489,0.2891
201752,2.5114,11.6044,Laje Do Muriaé,2.5114,11.6044
201753,3.9837,3.9837,Laje Do Muriaé,3.9837,3.9837
201800,5.2118,14.3619,Laje Do Muriaé,5.2118,14.3619
201801,1.3597,6.4984,Laje Do Muriaé,1.3597,6.4984
201802,0.4606,2.7162,Laje Do Muriaé,0.4606,2.7162
201803,3.8757,17.5784,Laje Do Muriaé,3.8757,17.5784
201804,2.0279,12.3859,Laje Do Muriaé,2.0279,12.3859
201805,2.0044,8.385,Laje Do Muriaé,2.0044,8.385
201806,0.4028,17.5569,Laje Do Muriaé,0.4028,17.5569
201807,4.3491,15.4234,Laje Do Muriaé,4.3491,15.4234
201808,4.44,18.1263,Laje Do Muriaé,4.44,18.1263
201809,5.9941,22.5316,Laje Do Muriaé,5.9941,22.5316
201810,3.0484,14.1871,Laje Do Muriaé,3.0484,14.1871
201811,5.0473,29.398,Laje Do Muriaé,5.0473,29.398
201812,0.2314,1.0602,Laje Do Muriaé,0.2314,1.0602
201813,2.5455,9.4339,Laje Do Muriaé,2.5455,9.4339
201814,1.0695,6.3642,Laje Do Muriaé,1.0695,6.3642
201815,2.1447,10.0057,Laje Do Muriaé,2.1447,10.0057
201816,0.3538,2.003,Laje Do Muriaé,0.3538,2.003
201817,0.3232,2.1189,Laje Do Muriaé,0.3232,2.1189
201818,1.8591,8.0496,Laje Do Muriaé,1.8591,8.0496
201819,1.6098,10.1879,Laje Do Muriaé,1.6098,10.1879
201820,0.2455,1.2758,Laje Do Muriaé,0.2455,1.2758
201821,0.3341,1.6363,Laje Do Muriaé,0.3341,1.6363
201822,1.1018,3.415,Laje Do Muriaé,1.1018,3.415
201823,0.1089,0.7855,Laje Do Muriaé,0.1089,0.7855
201824,0.6696,0.7283,Laje Do Muriaé,0.6696,0.7283
201825,0.1556,1.0098,Laje Do Muriaé,0.1556,1.0098
201826,0.4277,2.4474,Laje Do Muriaé,0.4277,2.4474
201827,1.5732,7.6128,Laje Do Muriaé,1.5732,7.6128
201828,0.0328,0.0852,Laje Do Muriaé,0.0328,0.0852
201829,0.4287,2.2335,Laje Do Muriaé,0.4287,2.2335
201830,1.7671,6.9702,Laje Do Muriaé,1.7671,6.9702
201831,1.4188,8.5482,Laje Do Muriaé,1.4188,8.5482
201832,0.4874,2.8871,Laje Do Muriaé,0.4874,2.8871
201833,0.0464,0.2168,Laje Do Muriaé,0.0464,0.2168
201834,0.4229,2.0231,Laje Do Muriaé,0.4229,2.0231
201835,0.0,1.5031,Laje Do Muriaé,-0.0568,1.5031
201836,1.2048,4.8956,Laje Do Muriaé,1.2048,4.8956
201837,1.7531,6.4754,Laje Do Muriaé,1.7531,6.4754
201838,0.5994,5.7333,Laje Do Muriaé,0.5994,5.7333
201839,0.7043,4.0841,Laje Do Muriaé,0.7043,4.0841
201840,0.3613,5.726,Laje Do Muriaé,0.3613,5.726
201841,1.7266,7.2826,Laje Do Muriaé,1.7266,7.2826
201842,1.2536,5.3392,Laje Do Muriaé,1.2536,5.3392
201843,0.6478,3.6375,Laje Do Muriaé,0.6478,3.6375
201844,5.2563,17.723,Laje Do Muriaé,5.2563,17.723
201845,0.9367,4.814,Laje Do Muriaé,0.9367,4.814
201846,2.5464,10.3361,Laje Do Muriaé,2.5464,10.3361
201847,2.3051,11.4642,Laje Do Muriaé,2.3051,11.4642
201848,2.5054,9.0779,Laje Do Muriaé,2.5054,9.0779
201849,0.0961,0.6342,Laje Do Muriaé,0.0961,0.6342
201850,1.1751,6.1928,Laje Do Muriaé,1.1751,6.1928
201851,3.6763,12.9489,Laje Do Muriaé,3.6763,12.9489
201852,2.0574,4.0593,Laje Do Muriaé,2.0574,4.0593
201900,4.6594,18.0413,Laje Do Muriaé,4.6594,18.0413
201901,0.0413,0.4881,Laje Do Muriaé,0.0413,0.4881
201902,1.1579,6.5935,Laje Do Muriaé,1.1579,6.5935
201903,1.1515,5.6038,Laje Do Muriaé,1.1515,5.6038
201904,0.0607,0.4237,Laje Do Muriaé,0.0607,0.4237
201905,3.9618,9.7065,Laje Do Muriaé,3.9618,9.7065
201906,1.3614,6.6695,Laje Do Muriaé,1.3614,6.6695
201907,5.68,20.1399,Laje Do Muriaé,5.68,20.1399
201908,6.1298,24.3273,Laje Do Muriaé,6.1298,24.3273
201909,2.427,13.3583,Laje Do Muriaé,2.427,13.3583
201910,4.599,18.2428,Laje Do Muriaé,4.599,18.2428
201911,3.9952,18.4192,Laje Do Muriaé,3.9952,18.4192
201912,2.0022,9.4776,Laje Do Muriaé,2.0022,9.4776
201913,0.397,1.9238,Laje Do Muriaé,0.397,1.9238
201914,4.8103,14.1725,Laje Do Muriaé,4.8103,14.1725
201915,1.7153,8.7311,Laje Do Muriaé,1.7153,8.7311
201916,0.8373,5.6093,Laje Do Muriaé,0.8373,5.6093
201917,0.4849,2.0586,Laje Do Muriaé,0.4849,2.0586
201918,0.6346,5.3554,Laje Do Muriaé,0.6346,5.3554
201919,5.4942,20.0587,Laje Do Muriaé,5.4942,20.0587
201920,0.8384,5.6826,Laje Do Muriaé,0.8384,5.6826
201921,0.1152,1.3954,Laje Do Muriaé,0.1152,1.3954
201922,2.6038,9.9884,Laje Do Muriaé,2.6038,9.9884
201923,0.2865,1.3637,Laje Do Muriaé,0.2865,1.3637
201924,0.4824,2.674,Laje Do Muriaé,0.4824,2.674
201925,0.0,0.0056,Laje Do Muriaé,-0.0024,0.0056
201926,0.2554,3.234,Laje Do Muriaé,0.2554,3.234
201927,0.0837,0.4813,Laje Do Muriaé,0.0837,0.4813
201928,0.2472,1.506,Laje Do Muriaé,0.2472,1.506
201929,0.0114,0.0711,Laje Do Muriaé,0.0114,0.0711
201930,0.0,0.0,Laje Do Muriaé,-0.0074,-0.0236
201931,0.7615,3.8271,Laje Do Muriaé,0.7615,3.8271
201932,0.5665,2.4326,Laje Do Muriaé,0.5665,2.4326
201933,0.8964,4.2417,Laje Do Muriaé,0.8964,4.2417
201934,0.2805,1.72,Laje Do Muriaé,0.2805,1.72
201935,2.0853,8.2361,Laje Do Muriaé,2.0853,8.2361
201936,0.1059,0.6459,Laje Do Muriaé,0.1059,0.6459
201937,0.0765,0.4516,Laje Do Muriaé,0.0765,0.4516
201938,1.9906,6.1416,Laje Do Muriaé,1.9906,6.1416
201939,0.4468,3.2654,Laje Do Muriaé,0.4468,3.2654
201940,1.2932,5.8946,Laje Do Muriaé,1.2932,5.8946
201941,0.0619,0.3487,Laje Do Muriaé,0.0619,0.3487
201942,1.0128,5.955,Laje Do Muriaé,1.0128,5.955
201943,1.8689,8.8087,Laje Do Muriaé,1.8689,8.8087
201944,1.6419,19.0049,Laje Do Muriaé,1.6419,19.0049
201945,3.4139,12.9179,Laje Do Muriaé,3.4139,12.9179
201946,4.9831,18.1511,Laje Do Muriaé,4.9831,18.1511
201947,2.2142,7.9763,Laje Do Muriaé,2.2142,7.9763
201948,4.0283,16.4375,Laje Do Muriaé,4.0283,16.4375
201949,3.2211,14.0774,Laje Do Muriaé,3.2211,14.0774
201950,1.3121,6.3144,Laje Do Muriaé,1.3121,6.3144
201951,3.8072,16.8773,Laje Do Muriaé,3.8072,16.8773
201952,0.7445,2.1222,Laje Do Muriaé,0.7445,2.1222
202000,5.0758,13.9396,Laje Do Muriaé,5.0758,13.9396
202001,3.9662,19.0712,Laje Do Muriaé,3.9662,19.0712
202002,3.577,15.4041,Laje Do Muriaé,3.577,15.4041
202003,4.2929,10.5382,Laje Do Muriaé,4.2929,10.5382
202004,1.0459,5.6676,Laje Do Muriaé,1.0459,5.6676
202005,3.4363,11.8993,Laje Do Muriaé,3.4363,11.8993
202006,4.6974,15.6877,Laje Do Muriaé,4.6974,15.6877
202007,3.8163,16.1845,Laje Do Muriaé,3.8163,16.1845
202008,3.0339,10.1636,Laje Do Muriaé,3.0339,10.1636
202009,4.6319,18.1812,Laje Do Muriaé,4.6319,18.1812
202010,2.1248,9.6424,Laje Do Muriaé,2.1248,9.6424
202011,3.37,15.2333,Laje Do Muriaé,3.37,15.2333
202012,0.7852,3.4748,Laje Do Muriaé,0.7852,3.4748
202013,2.6571,10.1943,Laje Do Muriaé,2.6571,10.1943
202014,3.2014,11.0663,Laje Do Muriaé,3.2014,11.0663
202015,0.4855,2.8359,Laje Do Muriaé,0.4855,2.8359
202016,0.0,0.0,Laje Do Muriaé,-0.0119,-0.0684
202017,0.6683,3.0668,Laje Do Muriaé,0.6683,3.0668
202018,2.6422,11.885,Laje Do Muriaé,2.6422,11.885
202019,1.4097,11.8672,Laje Do Muriaé,1.4097,11.8672
202020,0.0722,0.2749,Laje Do Muriaé,0.0722,0.2749
202021,3.281,24.0274,Laje Do Muriaé,3.281,24.0274
202022,0.0954,0.5047,Laje Do Muriaé,0.0954,0.5047
202023,0.1604,0.648,Laje Do Muriaé,0.1604,0.648
202024,0.4116,2.133,Laje Do Muriaé,0.4116,2.133
202025,0.1535,0.9417,Laje Do Muriaé,0.1535,0.9417
202026,0.2939,1.6224,Laje Do Muriaé,0.2939,1.6224
202027,0.0393,0.1383,Laje Do Muriaé,0.0393,0.1383
202028,0.4866,2.5156,Laje Do Muriaé,0.4866,2.5156
202029,0.0409,0.1416,Laje Do Muriaé,0.0409,0.1416
202030,1.089,4.8459,Laje Do Muriaé,1.089,4.8459
202031,0.026,0.0834,Laje Do Muriaé,0.026,0.0834
202032,0.0382,0.1725,Laje Do Muriaé,0.0382,0.1725
202033,1.4825,6.4497,Laje Do Muriaé,1.4825,6.4497
202034,0.4335,1.9228,Laje Do Muriaé,0.4335,1.9228
202035,0.1014,0.5391,Laje Do Muriaé,0.1014,0.5391
202036,0.0087,0.0755,Laje Do Muriaé,0.0087,0.0755
202037,0.2871,1.7714,Laje Do Muriaé,0.2871,1.7714
202038,3.2502,8.9628,Laje Do Muriaé,3.2502,8.9628
202039,0.1649,1.0861,Laje Do Muriaé,0.1649,1.0861
202040,1.2471,6.1028,Laje Do Muriaé,1.2471,6.1028
202041,0.6189,4.4518,Laje Do Muriaé,0.6189,4.4518
202042,1.0507,4.9239,Laje Do Muriaé,1.0507,4.9239
202043,3.7422,15.52,Laje Do Muriaé,3.7422,15.52
202044,4.4501,19.7148,Laje Do Muriaé,4.4501,19.7148
202045,5.2879,19.5283,Laje Do Muriaé,5.2879,19.5283
202046,3.841,13.9678,Laje Do Muriaé,3.841,13.9678
202047,1.5085,7.7805,Laje Do Muriaé,1.5085,7.7805
202048,2.011,9.4625,Laje Do Muriaé,2.011,9.4625
202049,5.3511,19.6844,Laje Do Muriaé,5.3511,19.6844
202050,0.6739,3.8056,Laje Do Muriaé,0.6739,3.8056
202051,6.178,24.8301,Laje Do Muriaé,6.178,24.8301
202052,1.5709,4.5356,Laje Do Muriaé,1.5709,4.5356
202100,5.9595,10.3702,Laje Do Muriaé,5.9595,10.3702
202101,3.2798,14.5443,Laje Do Muriaé,3.2798,14.5443
202102,2.4784,11.0219,Laje Do Muriaé,2.4784,11.0219
202103,0.1204,0.7268,Laje Do Muriaé,0.1204,0.7268
202104,0.0,0.0,Laje Do Muriaé,-0.0008,-0.0013
202105,2.3765,14.376,Laje Do Muriaé,2.3765,14.376
202106,3.7998,17.4972,Laje Do Muriaé,3.7998,17.4972
202107,6.0757,26.5509,Laje Do Muriaé,6.0757,26.5509
202108,1.6234,8.7369,Laje Do Muriaé,1.6234,8.7369
202109,1.0579,5.9789,Laje Do Muriaé,1.0579,5.9789
202110,6.1215,19.6843,Laje Do Muriaé,6.1215,19.6843
202111,1.2818,8.2351,Laje Do Muriaé,1.2818,8.2351
202112,0.1755,1.1529,Laje Do Muriaé,0.1755,1.1529
202113,3.472,18.6031,Laje Do Muriaé,3.472,18.6031
202114,1.2784,5.1549,Laje Do Muriaé,1.2784,5.1549
202115,0.8462,5.0805,Laje Do Muriaé,0.8462,5.0805
202116,1.6264,6.2904,Laje Do Muriaé,1.6264,6.2904
202117,2.2754,9.2195,Laje Do Muriaé,2.2754,9.2195
202118,1.2176,6.2062,Laje Do Muriaé,1.2176,6.2062
202119,0.8877,4.2461,Laje Do Muriaé,0.8877,4.2461
202120,0.1219,0.6666,Laje Do Muriaé,0.1219,0.6666
202121,0.0193,0.1131,Laje Do Muriaé,0.0193,0.1131
202122,2.6092,14.0958,Laje Do Muriaé,2.6092,14.0958
202123,2.1189,8.421,Laje Do Muriaé,2.1189,8.421
202124,0.4669,2.3381,Laje Do Muriaé,0.4669,2.3381
202125,0.3669,1.7961,Laje Do Muriaé,0.3669,1.7961
202126,0.1237,0.4966,Laje Do Muriaé,0.1237,0.4966
202127,0.257,1.4921,Laje Do Muriaé,0.257,1.4921
202128,0.0369,0.1361,Laje Do Muriaé,0.0369,0.1361
202129,0.0815,0.4962,Laje Do Muriaé,0.0815,0.4962
202130,0.536,3.0137,Laje Do Muriaé,0.536,3.0137
202131,0.346,1.7855,Laje Do Muriaé,0.346,1.7855
202132,0.5753,1.0143,Laje Do Muriaé,0.5753,1.0143
202133,2.7285,18.5785,Laje Do Muriaé,2.7285,18.5785
202134,0.1634,0.9568,Laje Do Muriaé,0.1634,0.9568
202135,1.5356,5.2394,Laje Do Muriaé,1.5356,5.2394
202136,0.7994,4.7469,Laje Do Muriaé,0.7994,4.7469
202137,0.6466,3.3883,Laje Do Muriaé,0.6466,3.3883
202138,0.3832,2.2247,Laje Do Muriaé,0.3832,2.2247
202139,1.6213,6.6808,Laje Do Muriaé,1.6213,6.6808
202140,2.7101,10.6519,Laje Do Muriaé,2.7101,10.6519
202141,2.2259,5.2129,Laje Do Muriaé,2.2259,5.2129
202142,2.3222,6.9517,Laje Do Muriaé,2.3222,6.9517
202143,1.4164,5.6679,Laje Do Muriaé,1.4164,5.6679
202144,2.6416,9.7849,Laje Do Muriaé,2.6416,9.7849
202145,1.289,4.7965,Laje Do Muriaé,1.289,4.7965
202146,2.013,9.2394,Laje Do Muriaé,2.013,9.2394
202147,5.2899,48.9014,Laje Do Muriaé,5.2899,48.9014
202148,4.7454,18.0607,Laje Do Muriaé,4.7454,18.0607
202149,2.9601,10.1566,Laje Do Muriaé,2.9601,10.1566
202150,5.9293,20.05,Laje Do Muriaé,5.9293,20.05
202151,2.2476,9.9388,Laje Do Muriaé,2.2476,9.9388
202152,3.6716,9.4395,Laje Do Muriaé,3.6716,9.4395
202200,3.4654,3.4654,Laje Do Muriaé,3.4654,3.4654
202201,4.36,14.9316,Laje Do Muriaé,4.36,14.9316
202202,3.1534,12.0351,Laje Do Muriaé,3.1534,12.0351
202203,0.3543,2.083,Laje Do Muriaé,0.3543,2.083
202204,2.4699,10.3389,Laje Do Muriaé,2.4699,10.3389
202205,6.559,28.1488,Laje Do Muriaé,6.559,28.1488
202206,7.3399,24.3816,Laje Do Muriaé,7.3399,24.3816
202207,4.1401,17.0867,Laje Do Muriaé,4.1401,17.0867
202208,1.6353,10.3072,Laje Do Muriaé,1.6353,10.3072
202209,0.2949,1.9952,Laje Do Muriaé,0.2949,1.9952
202210,0.6059,3.9692,Laje Do Muriaé,0.6059,3.9692
202211,0.0,0.0,Laje Do Muriaé,-0.0875,-0.0444
202212,3.3441,17.8642,Laje Do Muriaé,3.3441,17.8642
202213,0.2582,29.7367,Laje Do Muriaé,0.2582,29.7367
202214,0.8136,8.1847,Laje Do Muriaé,0.8136,8.1847
202215,3.8804,17.7228,Laje Do Muriaé,3.8804,17.7228
202216,0.0968,0.5807,Laje Do Muriaé,0.0968,0.5807
202217,1.06,11.2885,Laje Do Muriaé,1.06,11.2885
202218,1.2157,7.8833,Laje Do Muriaé,1.2157,7.8833
202219,0.6343,2.0519,Laje Do Muriaé,0.6343,2.0519
202220,0.8146,4.2725,Laje Do Muriaé,0.8146,4.2725
202221,0.2126,1.1813,Laje Do Muriaé,0.2126,1.1813
202222,0.1497,2.9425,Laje Do Muriaé,0.1497,2.9425
202223,0.1585,1.2697,Laje Do Muriaé,0.1585,1.2697
202224,0.3755,1.433,Laje Do Muriaé,0.3755,1.433
202225,0.2638,1.4777,Laje Do Muriaé,0.2638,1.4777
202226,0.5418,2.8627,Laje Do Muriaé,0.5418,2.8627
202227,0.0425,0.1036,Laje Do Muriaé,0.0425,0.1036
202228,0.4238,2.7179,Laje Do Muriaé,0.4238,2.7179
202229,0.0,0.129,Laje Do Muriaé,-0.0058,0.129
202230,0.7895,4.2076,Laje Do Muriaé,0.7895,4.2076
202231,0.0244,0.1476,Laje Do Muriaé,0.0244,0.1476
202232,0.6788,4.086,Laje Do Muriaé,0.6788,4.086
202233,0.5198,2.3516,Laje Do Muriaé,0.5198,2.3516
202234,0.2525,1.1633,Laje Do Muriaé,0.2525,1.1633
202235,0.6042,2.6839,Laje Do Muriaé,0.6042,2.6839
202236,0.3255,1.835,Laje Do Muriaé,0.3255,1.835
202237,1.3684,4.6264,Laje Do Muriaé,1.3684,4.6264
202238,0.9666,5.6855,Laje Do Muriaé,0.9666,5.6855
202239,3.9183,20.3308,Laje Do Muriaé,3.9183,20.3308
202240,0.8011,3.084,Laje Do Muriaé,0.8011,3.084
202241,0.0167,0.6229,Laje Do Muriaé,0.0167,0.6229
202242,2.9387,15.9912,Laje Do Muriaé,2.9387,15.9912
202243,2.3042,9.4274,Laje Do Muriaé,2.3042,9.4274
202244,3.9028,13.687,Laje Do Muriaé,3.9028,13.687
202245,3.4336,13.9073,Laje Do Muriaé,3.4336,13.9073
202246,3.9751,14.5014,Laje Do Muriaé,3.9751,14.5014
202247,3.5986,14.7863,Laje Do Muriaé,3.5986,14.7863
202248,5.0342,17.5954,Laje Do Muriaé,5.0342,17.5954
202249,1.783,8.0537,Laje Do Muriaé,1.783,8.0537
202250,2.9705,13.0878,Laje Do Muriaé,2.9705,13.0878
202251,3.7718,12.8622,Laje Do Muriaé,3.7718,12.8622
202252,2.9473,10.8792,Laje Do Muriaé,2.9473,10.8792
201201,4.8052,18.7765,Macaé,4.8052,18.7765
201202,3.9204,17.4711,Macaé,3.9204,17.4711
201203,0.376,2.6782,Macaé,0.376,2.6782
201204,2.1271,11.3658,Macaé,2.1271,11.3658
201205,4.4935,24.8722,Macaé,4.4935,24.8722
201206,0.0,0.0,Macaé,-0.0042,-0.0143
201207,0.6078,1.5221,Macaé,0.6078,1.5221
201208,0.5094,3.533,Macaé,0.5094,3.533
201209,0.0001,0.0073,Macaé,0.0001,0.0073
201210,0.4033,3.0189,Macaé,0.4033,3.0189
201211,2.4901,11.4647,Macaé,2.4901,11.4647
201212,2.5595,11.5745,Macaé,2.5595,11.5745
201213,2.4329,8.1408,Macaé,2.4329,8.1408
201214,0.8419,5.0973,Macaé,0.8419,5.0973
201215,0.53,2.7432,Macaé,0.53,2.7432
201216,1.7159,8.8831,Macaé,1.7159,8.8831
201217,1.0782,5.4891,Macaé,1.0782,5.4891
201218,2.3763,10.2262,Macaé,2.3763,10.2262
201219,0.2852,1.5019,Macaé,0.2852,1.5019
201220,5.0166,8.7888,Macaé,5.0166,8.7888
201221,0.1295,0.5773,Macaé,0.1295,0.5773
201222,3.7329,19.7775,Macaé,3.7329,19.7775
201223,4.3387,9.7398,Macaé,4.3387,9.7398
201224,1.0399,5.6077,Macaé,1.0399,5.6077
201225,0.6803,5.9558,Macaé,0.6803,5.9558
201226,0.2838,1.6374,Macaé,0.2838,1.6374
201227,0.0441,0.1448,Macaé,0.0441,0.1448
201228,1.2176,6.5299,Macaé,1.2176,6.5299
201229,0.8547,3.4122,Macaé,0.8547,3.4122
201230,0.0795,0.374,Macaé,0.0795,0.374
201231,0.3126,1.6576,Macaé,0.3126,1.6576
201232,0.9099,4.7973,Macaé,0.9099,4.7973
201233,2.516,8.3442,Macaé,2.516,8.3442
201234,0.5745,1.492,Macaé,0.5745,1.492
201235,0.5118,2.6971,Macaé,0.5118,2.6971
201236,0.3354,2.1625,Macaé,0.3354,2.1625
201237,0.184,0.7909,Macaé,0.184,0.7909
201238,1.7309,9.2389,Macaé,1.7309,9.2389
201239,1.621,7.4937,Macaé,1.621,7.4937
201240,0.0093,0.0421,Macaé,0.0093,0.0421
201241,1.2359,6.2509,Macaé,1.2359,6.2509
201242,0.4307,2.4438,Macaé,0.4307,2.4438
201243,0.4649,2.1372,Macaé,0.4649,2.1372
201244,0.4039,1.3782,Macaé,0.4039,1.3782
201245,0.8407,2.804,Macaé,0.8407,2.804
201246,2.1931,6.9538,Macaé,2.1931,6.9538
201247,1.2905,7.5573,Macaé,1.2905,7.5573
201248,3.3102,13.4762,Macaé,3.3102,13.4762
201249,0.6992,4.2397,Macaé,0.6992,4.2397
201250,3.055,10.6203,Macaé,3.055,10.6203
201251,1.4126,7.3477,Macaé,1.4126,7.3477
201252,0.1124,1.0762,Macaé,0.1124,1.0762
201253,2.9081,5.4659,Macaé,2.9081,5.4659
201300,2.5774,8.5161,Macaé,2.5774,8.5161
