week,precipitation_avg,precipitation_max,CITY
201400,2.2866666666666684,8.320000000005097,Angra Dos Reis
201401,1.7250013545773364,7.063046037495501,Angra Dos Reis
201402,5.598693612449478,22.390413933188185,Angra Dos Reis
201403,1.047619047619047,3.853333333333339,Angra Dos Reis
201404,0.15047620107911938,0.9999999999999996,Angra Dos Reis
201405,0.02448979591836732,0.11428571428730495,Angra Dos Reis
201406,7.0670016257980155,47.45940997052344,Angra Dos Reis
201407,2.611809523809522,10.120000000000005,Angra Dos Reis
201408,1.362499999999998,6.600000000000007,Angra Dos Reis
201409,8.644858163610152,38.12518958149552,Angra Dos Reis
201410,0.38214285474553983,2.4374999999999845,Angra Dos Reis
201411,3.0912181851475773,13.102185902986333,Angra Dos Reis
201412,2.217309357132744,10.274637853794012,Angra Dos Reis
201413,2.376785714285716,8.6625,Angra Dos Reis
201414,-0.00040373420434449076,0.01853427246045951,Angra Dos Reis
201415,2.1974963970857235,6.731661467800106,Angra Dos Reis
201416,2.62655464753922,12.112273693023248,Angra Dos Reis
201417,0.998945660808477,3.9986068420021996,Angra Dos Reis
201418,1.4250000000000012,7.6624999999988805,Angra Dos Reis
201419,0.535714285714286,2.862500000000007,Angra Dos Reis
201420,0.8267857142857218,4.5875,Angra Dos Reis
201421,1.2166666666666668,5.6624999999999925,Angra Dos Reis
201422,0.41142857142857137,2.1066666666666674,Angra Dos Reis
201423,1.0247619047610386,4.759999999999995,Angra Dos Reis
201424,1.3252380952380953,6.879999999999999,Angra Dos Reis
201425,0.3603719503907184,2.5260435090609814,Angra Dos Reis
201426,0.26938775510204105,1.5571428571428563,Angra Dos Reis
201427,3.4897959183673493,12.043580395577607,Angra Dos Reis
201428,0.41847376281659643,2.1428571428571397,Angra Dos Reis
201429,0.5095239027696923,2.187499999999998,Angra Dos Reis
201430,0.9714285714317012,4.662499999963065,Angra Dos Reis
201431,0.6196428571428572,3.5874999999999924,Angra Dos Reis
201432,0.6821428585238364,3.3875000000000433,Angra Dos Reis
201433,0.3216183814001368,1.9167427517105953,Angra Dos Reis
201434,0.7267857109116623,4.187500000000004,Angra Dos Reis
201435,1.0784879873851896,3.837500000000014,Angra Dos Reis
201436,0.01607142856962239,0.03966784738197181,Angra Dos Reis
201437,1.0283787309984,5.6967714272972305,Angra Dos Reis
201438,1.2691569208916702,5.612464721798746,Angra Dos Reis
201439,2.439254112964601,12.182938902323382,Angra Dos Reis
201440,0.05356497650249446,0.373883977595235,Angra Dos Reis
201441,0.037500000000412995,0.20000000000000012,Angra Dos Reis
201442,1.4892857142857152,7.737500000000001,Angra Dos Reis
201443,3.92142857142857,17.615637624776365,Angra Dos Reis
201444,1.6196428571428578,8.412500000000005,Angra Dos Reis
201445,3.2362731207885984,10.473816946259678,Angra Dos Reis
201446,0.7043202180917403,3.5989107620427268,Angra Dos Reis
201447,2.590455579967732,9.936454836927583,Angra Dos Reis
201448,2.719448887981983,14.197277408085686,Angra Dos Reis
201449,1.2217530353596302,4.4625,Angra Dos Reis
201450,1.6964285714092524,7.187567829396093,Angra Dos Reis
201451,1.764285714285713,8.125000000000004,Angra Dos Reis
201452,3.3187500000002172,10.587499999999988,Angra Dos Reis
201500,1.9400992351512845,5.757158438701889,Angra Dos Reis
201501,4.1726819309850685,19.321500138154377,Angra Dos Reis
201502,0.013333333329748552,0.029417265185345865,Angra Dos Reis
201503,2.379487265839947,7.893333333333334,Angra Dos Reis
201504,5.386768818713823,15.213333333333393,Angra Dos Reis
201505,7.58820777524108,16.06153846153845,Angra Dos Reis
201506,1.8373627888616038,8.09230769230769,Angra Dos Reis
201507,3.789010989047877,20.338461538461512,Angra Dos Reis
201508,1.232967032967049,10.94608248598124,Angra Dos Reis
201509,2.5796758255032937,8.095503225288901,Angra Dos Reis
201510,4.3619999598319135,23.5770949198786,Angra Dos Reis
201511,2.7843537414968025,12.914285714285722,Angra Dos Reis
201512,2.810204081632753,13.442857142857138,Angra Dos Reis
201513,3.5280000000000005,15.106666666666676,Angra Dos Reis
201514,1.8723809523809531,8.053333333333343,Angra Dos Reis
201515,1.0304761904761912,5.453333333333321,Angra Dos Reis
201516,1.9486627062014032,8.906666666666668,Angra Dos Reis
201517,1.4019047619047615,6.537499999999989,Angra Dos Reis
201518,1.813333333333333,7.586666666666667,Angra Dos Reis
201519,1.2861847925915346,4.5069318404510135,Angra Dos Reis
201520,0.11583113793384575,0.37608054863597956,Angra Dos Reis
201521,0.805714285704931,4.919999999999967,Angra Dos Reis
201522,0.5771428571428574,2.6933333333333316,Angra Dos Reis
201523,0.10346591625372636,0.34666666769981175,Angra Dos Reis
201524,1.6990476190476724,6.171253334108171,Angra Dos Reis
201525,1.0964285714285718,5.187499999999998,Angra Dos Reis
201526,0.26857142857142857,1.3500000000000014,Angra Dos Reis
201527,0.15464177192273112,0.9755648252198655,Angra Dos Reis
201528,0.03023383521393595,0.12500000000000067,Angra Dos Reis
201529,0.6589285714285714,2.849999999999037,Angra Dos Reis
201530,0.3321428571428572,1.8999999999999986,Angra Dos Reis
201531,0.026774294297431212,0.062494735876756566,Angra Dos Reis
201532,0.00388814345948613,0.05452455666722468,Angra Dos Reis
201533,0.19715053437549657,1.2596480077632006,Angra Dos Reis
201534,0.7439023733897496,3.6236871963955934,Angra Dos Reis
201535,0.7060843992818376,2.8222222203425993,Angra Dos Reis
201536,2.415873015872713,7.233333333332788,Angra Dos Reis
201537,0.931742927176092,5.25555555555556,Angra Dos Reis
201538,0.34753167665685425,2.4341923847850087,Angra Dos Reis
201539,0.9333333333338456,4.688888888888895,Angra Dos Reis
201540,0.5460283926229818,2.822222222222221,Angra Dos Reis
201541,0.03697478991596822,0.21176470588235338,Angra Dos Reis
201542,0.9026610644257701,3.5647058823529414,Angra Dos Reis
201543,-0.09020975525604716,-0.3694302749570305,Angra Dos Reis
201544,3.997814911425272,11.646369401554916,Angra Dos Reis
201545,0.6108908886298331,3.876715517228338,Angra Dos Reis
201546,3.5444444444444465,14.311111111111112,Angra Dos Reis
201547,2.3333333333333353,9.61111111111112,Angra Dos Reis
201548,4.851651102814856,15.557593720614857,Angra Dos Reis
201549,2.890756302585781,12.199999999999996,Angra Dos Reis
201550,4.79729393542135,23.606718609368745,Angra Dos Reis
201551,1.3754147443440974,7.282352941176485,Angra Dos Reis
201552,2.004705882352943,6.517647058823529,Angra Dos Reis
201600,14.074391811454877,17.712500000000055,Angra Dos Reis
201601,1.4551600843839347,8.927282237690402,Angra Dos Reis
201602,7.659148070179083,20.512500000000017,Angra Dos Reis
201603,1.6212999198560338,6.835458946754051,Angra Dos Reis
201604,2.8035714285714297,15.337499999999984,Angra Dos Reis
201605,0.15777777739114404,0.9600000000000001,Angra Dos Reis
201606,3.531428571428569,16.6266666666667,Angra Dos Reis
201607,6.193015873031314,22.159999999999975,Angra Dos Reis
201608,6.5217201884435605,18.656128509720993,Angra Dos Reis
201609,4.266666666666666,18.026666666666653,Angra Dos Reis
201610,4.017142857142858,21.479999999999983,Angra Dos Reis
201611,3.6839285715844303,16.16250000000001,Angra Dos Reis
201612,4.025244077696662,12.737500000000274,Angra Dos Reis
201613,1.5196428571428564,7.1999999999999895,Angra Dos Reis
201614,0.04464285714314491,0.2500000000000132,Angra Dos Reis
201615,0.12605040105862722,0.7764705882352949,Angra Dos Reis
201616,0.018471876318454157,0.07058823880760673,Angra Dos Reis
201617,0.7237213195856798,3.2042626900261526,Angra Dos Reis
201618,0.017937614379294343,0.15793205060879165,Angra Dos Reis
201619,0.8372194385668676,4.586430976074889,Angra Dos Reis
201620,1.3747407361484862,5.87058823529414,Angra Dos Reis
201621,0.7639735342795839,4.014968813608569,Angra Dos Reis
201622,2.093650793650795,6.9193380655909325,Angra Dos Reis
201623,3.321677230640401,12.409999999999997,Angra Dos Reis
201624,0.03854518127415929,0.14190547806773635,Angra Dos Reis
201625,0.5357142857142861,2.2499999999999996,Angra Dos Reis
201626,0.11223909654315178,0.6168334164830862,Angra Dos Reis
201627,0.02247437377608338,0.12349397579966419,Angra Dos Reis
201628,0.020902070750257826,0.07964502725186783,Angra Dos Reis
201629,0.16428571428524816,0.5799999999990681,Angra Dos Reis
201630,0.17608724104858658,1.480000000000002,Angra Dos Reis
201631,0.3714285714285682,2.1300000000000043,Angra Dos Reis
201632,0.3085714285714283,1.6400000000000021,Angra Dos Reis
201633,0.48000000000045284,2.359999999999993,Angra Dos Reis
201634,0.6928584109700123,4.447590770256558,Angra Dos Reis
201635,1.6557142857142773,8.240000000000007,Angra Dos Reis
201636,0.4278571428571425,2.2799999999999954,Angra Dos Reis
201637,0.36142857143726764,2.080000000000002,Angra Dos Reis
201638,1.1504761904761964,4.509999999999999,Angra Dos Reis
201639,0.8798109877908705,3.421052631103096,Angra Dos Reis
201640,1.8225280914480715,5.759999999999982,Angra Dos Reis
201641,1.7094992111273801,4.370000000015518,Angra Dos Reis
201642,0.44812030075187664,2.526315789473685,Angra Dos Reis
201643,1.0936626687843654,4.856967807089064,Angra Dos Reis
201644,2.8693281879329193,14.40754720767973,Angra Dos Reis
201645,5.238761307627718,19.779459589467365,Angra Dos Reis
201646,6.980451127819549,21.431578947368426,Angra Dos Reis
201647,0.40866538447506706,2.013530598308026,Angra Dos Reis
201648,1.479699248120302,7.642105263157903,Angra Dos Reis
201649,4.067857142857143,14.775512558156422,Angra Dos Reis
201650,5.749999999999948,18.119999999999997,Angra Dos Reis
201651,2.1126469450774454,13.602888331245566,Angra Dos Reis
201652,0.7684210526315761,3.768421052632483,Angra Dos Reis
201701,5.90422924585251,20.831623513837805,Angra Dos Reis
201702,6.975939849624066,29.978947368421018,Angra Dos Reis
201703,5.056547161811274,18.800169019381524,Angra Dos Reis
201704,4.754892163780923,20.81045924482019,Angra Dos Reis
201705,3.535338345864682,11.684210526315804,Angra Dos Reis
201706,3.1503759398496287,16.231578947368405,Angra Dos Reis
201707,-0.0025915449525889716,-0.016294862268936377,Angra Dos Reis
201708,1.6060150375939861,7.768421052631568,Angra Dos Reis
201709,2.8757821849426555,12.17046162294921,Angra Dos Reis
201710,3.3278195488721782,13.242105263157848,Angra Dos Reis
201711,2.8706766917293214,14.610526315789471,Angra Dos Reis
201712,2.237593984962406,10.280583792371326,Angra Dos Reis
201713,1.8400000000000005,6.680000000000006,Angra Dos Reis
201714,1.8585714285714305,10.010000000000002,Angra Dos Reis
201715,1.6842857142856902,8.60999999999865,Angra Dos Reis
201716,1.3871898060797907,5.2100000000000035,Angra Dos Reis
201717,2.0528280756966275,7.719656426534433,Angra Dos Reis
201718,0.7214285714285519,3.6999999999999997,Angra Dos Reis
201719,0.999784577698044,3.04753654493584,Angra Dos Reis
201720,1.1007282714219693,5.760000000000002,Angra Dos Reis
201721,0.9973168126994898,6.130261783323224,Angra Dos Reis
201722,0.051134246101380315,0.15007711778980615,Angra Dos Reis
201723,0.7885714285714284,4.859999999999991,Angra Dos Reis
201724,1.7199999999999998,9.040000000000001,Angra Dos Reis
201725,1.9371428571428582,8.35,Angra Dos Reis
201726,0.4973809523809072,2.75,Angra Dos Reis
201727,0.9791355281401166,3.810526315789471,Angra Dos Reis
201728,0.030854906472168125,0.14957301844539844,Angra Dos Reis
201729,0.32631578947368095,1.4736842101896677,Angra Dos Reis
201730,0.008282229481042685,0.044980753612757704,Angra Dos Reis
201731,0.4585714285714285,2.2900000000088574,Angra Dos Reis
201732,0.12142786444619928,0.6799999958448127,Angra Dos Reis
201733,1.2507586856994766,4.663716148852517,Angra Dos Reis
201734,0.8448980052742073,4.161904761904765,Angra Dos Reis
201735,0.2311688311688224,1.1272727272727274,Angra Dos Reis
201736,0.00116842029857209,0.004375765050179472,Angra Dos Reis
201737,0.011687146813895629,0.06363636363634437,Angra Dos Reis
201738,0.011688311699099892,0.05454605842970436,Angra Dos Reis
201739,0.3332575855494336,3.0473125624117436,Angra Dos Reis
201740,0.7109547184329911,3.956521739130442,Angra Dos Reis
201741,0.0303129211034048,0.2089580971998432,Angra Dos Reis
201742,0.3168831168831169,1.7181818181818165,Angra Dos Reis
201743,3.381479397061576,15.047490523406337,Angra Dos Reis
201744,1.1446148730525076,5.4778079535577975,Angra Dos Reis
201745,1.2464446206882205,5.554545454545462,Angra Dos Reis
201746,1.2526264011896162,7.954545454545457,Angra Dos Reis
201747,5.646258503401374,21.31354858523381,Angra Dos Reis
201748,3.2758988425846316,10.793085335760935,Angra Dos Reis
201749,1.6610389598990878,5.1588065347927685,Angra Dos Reis
201750,0.7326684513072153,3.919857034261895,Angra Dos Reis
201751,4.405772539913882,29.454140661723493,Angra Dos Reis
201752,8.182432595033083,23.043802843109617,Angra Dos Reis
201753,2.6902323404794246,2.6902323404794246,Angra Dos Reis
201800,5.517681159430273,14.782608695652184,Angra Dos Reis
201801,10.11640831862003,38.18549612382037,Angra Dos Reis
201802,2.680235304912919,10.447404609203195,Angra Dos Reis
201803,4.342608695652168,18.50434782608693,Angra Dos Reis
201804,2.11325051759834,9.342470142979145,Angra Dos Reis
201805,2.2515830846574683,9.200191827253906,Angra Dos Reis
201806,7.721044716698598,17.826086956521753,Angra Dos Reis
201807,5.469866379008816,17.763713888694813,Angra Dos Reis
201808,4.6454545454545455,20.21681326109054,Angra Dos Reis
201809,6.372789115646854,23.780952380952368,Angra Dos Reis
201810,3.154545454545456,14.118181818181833,Angra Dos Reis
201811,3.693944736846414,21.942572813801196,Angra Dos Reis
201812,0.4415306180978007,1.6146695747901219,Angra Dos Reis
201813,5.022219911105421,16.76825658840357,Angra Dos Reis
201814,0.816883116882276,4.781818181818185,Angra Dos Reis
201815,2.3382344094872582,9.451565618140949,Angra Dos Reis
201816,0.3844155844155844,2.045454545438115,Angra Dos Reis
201817,0.3552795031055903,2.3043478260869645,Angra Dos Reis
201818,1.8621118012422306,10.739779310802275,Angra Dos Reis
201819,3.0111764218035364,12.987604937823297,Angra Dos Reis
201820,0.26956521739291717,1.4347826086956539,Angra Dos Reis
201821,0.029707888803103603,0.36352286793253463,Angra Dos Reis
201822,1.1043478262074868,4.610634516932367,Angra Dos Reis
201823,1.0704937466480102,3.876438504566751,Angra Dos Reis
201824,0.5725294320809576,3.964490554904363,Angra Dos Reis
201825,0.0011757153907727843,0.001480623537855352,Angra Dos Reis
201826,0.40621118012422225,2.269565217391305,Angra Dos Reis
201827,0.5533256216422893,3.342788853541494,Angra Dos Reis
201828,0.02770429961778141,0.09166700262610275,Angra Dos Reis
201829,0.4642857142857142,2.450000000000007,Angra Dos Reis
201830,2.3218885928344806,7.10052568906371,Angra Dos Reis
201831,1.3096455572017844,7.324065362093685,Angra Dos Reis
201832,0.47460317460317447,2.7916666656682425,Angra Dos Reis
201833,0.08722935210943843,0.6101778747058595,Angra Dos Reis
201834,0.40119044178853525,1.9583333333333346,Angra Dos Reis
201835,1.9837351118708726,7.099868034734921,Angra Dos Reis
201836,1.691098754734313,9.400250464859681,Angra Dos Reis
201837,1.9083333333333359,6.749999999999993,Angra Dos Reis
201838,4.002142903284711,16.78473027794809,Angra Dos Reis
201839,1.5583692215447926,6.048053967315536,Angra Dos Reis
201840,5.581730140689018,13.225619734227372,Angra Dos Reis
201841,1.8627106227106192,6.092307692302129,Angra Dos Reis
201842,1.4085296421676752,4.474150356875033,Angra Dos Reis
201843,0.6604395390826875,3.392307692305376,Angra Dos Reis
201844,5.296703296703297,17.33076923076926,Angra Dos Reis
201845,1.008218230526907,4.99199999999999,Angra Dos Reis
201846,2.6182857142857165,10.416000000000002,Angra Dos Reis
201847,2.3462857142857745,11.464000000000185,Angra Dos Reis
201848,2.5291428571428582,9.016000000000002,Angra Dos Reis
201849,0.2645902628450406,1.7247931204137406,Angra Dos Reis
201850,1.3954285714285701,7.28800000000002,Angra Dos Reis
201851,3.829714285708478,13.271999999999995,Angra Dos Reis
201852,2.4398485032134336,4.770934356194343,Angra Dos Reis
201900,7.702552912569777,27.61582313840811,Angra Dos Reis
201901,0.08756270313088141,0.6406770548876921,Angra Dos Reis
201902,0.7151537938868878,4.597589729671873,Angra Dos Reis
201903,4.656858019346627,22.608085418487214,Angra Dos Reis
201904,-0.004913045229605592,-0.025351774783596178,Angra Dos Reis
201905,5.975824176181741,25.762886831939518,Angra Dos Reis
201906,4.008385327675855,16.00826042194946,Angra Dos Reis
201907,6.458396146417844,19.938461538461542,Angra Dos Reis
201908,8.9721673711489,35.36574291563711,Angra Dos Reis
201909,2.7083056607936578,12.871999999999984,Angra Dos Reis
201910,4.832000000000009,18.144000000000005,Angra Dos Reis
201911,6.6660571742598425,18.538461538461522,Angra Dos Reis
201912,1.9978021978022007,9.30769230769232,Angra Dos Reis
201913,0.9905908224616765,4.952099467803833,Angra Dos Reis
201914,4.638857142895653,19.888000000000037,Angra Dos Reis
201915,1.7699459905694013,8.643184645514342,Angra Dos Reis
201916,0.8754285714285714,5.839999999999991,Angra Dos Reis
201917,1.5148478046714748,7.736229838428697,Angra Dos Reis
201918,4.409381931140784,19.271660732274537,Angra Dos Reis
201919,5.422857142857136,19.95200000000001,Angra Dos Reis
201920,0.520668601891044,3.6244324989277645,Angra Dos Reis
201921,0.8809279595269608,3.300381950328254,Angra Dos Reis
201922,2.594285714285714,10.239999999999993,Angra Dos Reis
201923,0.16048866541003795,0.2796336876546891,Angra Dos Reis
201924,0.4788571486954363,2.6640000000000015,Angra Dos Reis
201925,-0.0005754649305710395,-0.0016137132471569552,Angra Dos Reis
201926,1.490679963441684,6.289642282631797,Angra Dos Reis
201927,0.07802192022197571,0.4384600911989049,Angra Dos Reis
201928,0.09452345427678688,1.0224470655546398,Angra Dos Reis
201929,-0.0003179634396607792,9.666454661966532e-05,Angra Dos Reis
201930,0.6780686954408064,4.2519952897024575,Angra Dos Reis
201931,0.7588571661244461,3.848000000004285,Angra Dos Reis
201932,0.5805714285714286,2.3999999999533714,Angra Dos Reis
201933,2.413003751235038,6.760965958847397,Angra Dos Reis
201934,0.2659340655842156,1.6307692307692314,Angra Dos Reis
201935,3.0357357816933477,8.43076923076924,Angra Dos Reis
201936,0.09890109811050879,0.5923076923076918,Angra Dos Reis
201937,0.07032968409905453,0.4153846153845987,Angra Dos Reis
201938,2.0857142857142867,6.461538461538442,Angra Dos Reis
201939,0.1815261802090935,0.9979075215657937,Angra Dos Reis
201940,1.6979546810214237,7.051000973641832,Angra Dos Reis
201941,0.3394243364770605,1.2009823966406323,Angra Dos Reis
201942,1.0593406593385442,4.576700736372997,Angra Dos Reis
201943,2.061538461541865,9.438461538461533,Angra Dos Reis
201944,1.6560439560384517,7.914851822254742,Angra Dos Reis
201945,3.4164835164832907,12.761538461538468,Angra Dos Reis
201946,2.0674507760607725,8.60623578517209,Angra Dos Reis
201947,2.1646231225055987,8.066233520543578,Angra Dos Reis
201948,3.3819296172214295,15.573505492594952,Angra Dos Reis
201949,3.19771428571428,13.584000000000023,Angra Dos Reis
201950,2.1512184891654313,9.24002561833128,Angra Dos Reis
201951,3.858285714285719,16.71199999999973,Angra Dos Reis
201952,1.349333333333337,3.888000000000003,Angra Dos Reis
202000,5.357692307692306,14.46153846153847,Angra Dos Reis
202001,4.087912087912105,14.345612627117667,Angra Dos Reis
202002,3.5815384615384738,15.38461538468733,Angra Dos Reis
202003,1.9994143711193297,13.009135898084146,Angra Dos Reis
202004,3.17914677593333,9.540502108855273,Angra Dos Reis
202005,5.461979406624235,15.663999999999993,Angra Dos Reis
202006,4.534163937297954,15.472000000000017,Angra Dos Reis
202007,4.038857142857145,16.584,Angra Dos Reis
202008,3.917262693072404,12.227442720991142,Angra Dos Reis
202009,4.506285714285714,17.41600000000001,Angra Dos Reis
202010,1.4620438617254505,7.305644114804102,Angra Dos Reis
202011,3.4369047619048017,15.330895313660124,Angra Dos Reis
202012,0.8394773296497551,3.4666666666647394,Angra Dos Reis
202013,2.7607142857141644,9.627863025118277,Angra Dos Reis
202014,0.8442663947512377,3.9538421447872034,Angra Dos Reis
202015,0.4496929478412522,2.3571656595548127,Angra Dos Reis
202016,0.7480459208541348,2.062516475102502,Angra Dos Reis
202017,0.6347826086956512,3.8434782608696745,Angra Dos Reis
202018,2.5311688311688334,11.318181818181815,Angra Dos Reis
202019,1.4090909090909085,6.576220764207604,Angra Dos Reis
202020,0.07532467532432968,0.28181818181818186,Angra Dos Reis
202021,0.2569581811381786,1.465420029279132,Angra Dos Reis
202022,0.09864878993907801,0.5181817791161086,Angra Dos Reis
202023,0.5799108348689219,2.8268993787920054,Angra Dos Reis
202024,0.41341991341900625,2.1181818181818213,Angra Dos Reis
202025,0.5790200145075108,3.912804327259816,Angra Dos Reis
202026,0.3609721526530412,2.108236047442612,Angra Dos Reis
202027,0.033691853483016905,0.1454545284452909,Angra Dos Reis
202028,0.4688311688311696,2.399999999999996,Angra Dos Reis
202029,0.038701110030526106,0.14545453750312784,Angra Dos Reis
202030,1.0532467532278469,4.8585902719617895,Angra Dos Reis
202031,0.02559393504037659,0.08181817577289917,Angra Dos Reis
202032,0.04025969876779092,0.1727272727272735,Angra Dos Reis
202033,1.4532467532467541,6.327272727272731,Angra Dos Reis
202034,0.42770562770551257,1.86363636363636,Angra Dos Reis
202035,0.11168826834544081,0.5818181818181828,Angra Dos Reis
202036,0.008923904321982975,0.019232520520843822,Angra Dos Reis
202037,0.28571428571428575,1.763636363636365,Angra Dos Reis
202038,3.1747677483513144,13.239199389241731,Angra Dos Reis
202039,0.16233766233766234,1.063636363636287,Angra Dos Reis
